Company Name,Company Type,Registered,Address,City,State,Country,NACE
ARISTO HOUSEWARES LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"The Black Church, St. Marys Place ,Dublin, D07 P4ax",Dublin,Leinster,Ireland,[4649] Wholesale Of Other Household Goods
DAVCO ELECTRICAL LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"22a Farrenboley Cottages, Milltown ,Dublin 14",Dublin,Leinster,Ireland,[4339] Other Building Completion And Finishing
HELEN REDMOND CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Apt 38 Grange House, Taylors Hill ,Rathfarnham, Dublin 16, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
IDF FURNITURE LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"6 James Terrace, Malahide , Dublin",Dublin,Leinster,Ireland,"[4759] Retail Sale Of Furniture, Lighting Equipment And Other Household Articles In Specialised Stores"
GW FOOD SERVICES LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"12 Marlfield Place, Kiltipper Way ,Tallaght, Dublin 24",Dublin,Leinster,Ireland,[5621] Event Catering Activities
ITBC LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Lismoyle, 181 Fortfield Road ,Terenure Road North,Dublin 6w",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
SUVIDA LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"15 The Oaks, Stradbrook Hill ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,"[4799] Other Retail Sale Not In Stores, Stalls Or Markets"
SKIPFULL TWO LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Unit 1, Cappogue Industrial Park ,Ballycoolin Road,Dublin 11",Dublin,Leinster,Ireland,[3811] Collection Of Non-Hazardous Waste
AERNOUDTS AGRICULTURE LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Kylogue, 147 Swords Road ,Whitehall,Dublin 9",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
CASTLETOWN CAPITAL LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"93 Saint Stephen'S Green, Dublin 2 ",Dublin,Leinster,Ireland,[6810] Buying And Selling Of Own Real Estate
MEDISTEAD IRELAND LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"6 Hatch Street Lower, Dublin 2 ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
LUNI AVIATION LEASING LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
SOTA AVIATION LEASING LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
ROYAL PVISION LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"6-9 Trinity Street, Dublin 2 ",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
THE SANG QI LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"3 Hansted Way, Hansted ,Lucan,Co. Dublin",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
RADAR DEVELOPMENTS LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"C/O Mullen Scully Daly Ltd, Shanowen Business Park ,Shanowen Road,Santry, Dublin 9",Dublin,Leinster,Ireland,[4399] Other Specialised Construction Activities N.E.C.
SHEV SMOKE VENT SERVICES LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Unit 1a Shankill Business Centre, Station Road ,Shankill,Co Dublin",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
BANDAN PROPERTIES LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"25 Herbert Place, Dublin 2 ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
ROCKFORD TOWER EUROPE 2 DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),19/01/2018,"3rd Floor, Kilmore House, Park Lane ,Spencer Dock, Dublin 1,Ireland",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
TOG (SMITHS BUILDING) IRELAND LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"2nd Floor, 1-2 Victoria Buildings, Haddington Road ,Dublin 4, ",Dublin,Leinster,Ireland,[6820] Renting And Operating Of Own Or Leased Real Estate
SPACKO LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"6-9 Trinity Street, Dublin 2 ",Dublin,Leinster,Ireland,[7021] Public Relations And Communication Activities
I GO OFFSHORE CORPORATE SERVICES LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Suite 51, Gec - Taylor'S Lane , Dublin, D08 N9ex",Dublin,Leinster,Ireland,"[6920] Accounting, Bookkeeping And Auditing Activities; Tax Consultancy"
JADE AVIATION (IRELAND) AOE 1 LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"The Oval, Building One ,Shelbourne Road,Ballsbridge, Dublin 4",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
SUMMERWELL VENTURE LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Mallard Lodge, Lansdowne Village ,Sandymount,Dublin 4",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
LIGHTHOUSE PACIFIC LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Mallard Lodge, Lansdowne Village ,Sandymount,Dublin 4",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
ARRANDENE MFG (DUBLIN) LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Unit 2d, Fingal Bay Business Park ,Balbriggan,Co. Dublin",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
CHARTERED LAND AM LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Usher House, Main Street, Dundrum ,Dublin 14, ",Dublin,Leinster,Ireland,[4110] Development Of Building Projects
ARAGVI FINANCE INTERNATIONAL DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),19/01/2018,"2nd Floor, Palmerston House, Fenian Street ,Dublin 2, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
CORSER FH LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"5 Bushy Park Gardens, Rathgar ,Dublin 6, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
DBDC ONE LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Pure Pharmacy Head Office, Baker'S Yard ,Portland Street North,Dublin 1",Dublin,Leinster,Ireland,[4773] Dispensing Chemist In Specialised Stores
DBDC PARENT LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Pure Pharmacy Head Office, Baker'S Yard ,Portland Street North,Dublin 1",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SANGUINE VENTURES LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"116 Belgrove Park, Mount Prospect Lawns ,Clontarf,Dublin 3",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
PIKAY REALITY LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Clifton House, Office 29, Fitzwilliam Street Lower ,Dublin 2 D02xt9, ",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
MARTINS OFF LICENCE LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"11 Marino Mart, Dublin 3 , , ",Dublin,Leinster,Ireland,[4725] Retail Sale Of Beverages In Specialised Stores
HOOLIHOME IRELAND LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"38/39 Baggot Street Lower, Dublin 2 ",Dublin,Leinster,Ireland,[6820] Renting And Operating Of Own Or Leased Real Estate
CAPITOL CONCIERGE (IRELAND) LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Bolton House, Aughrim Lane Business Complex , Aughrim Street ,Dublin 7,Ireland",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
DILUTION SOLUTIONS VENTURES LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Linc Innovation Centre,, Institute Of Technology Blanchardstown ,Blanchardstown North Road,Co Dublin D15 Yv78",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
TOP SELECT TRADE LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Clifton House, Office 29, Fitzwilliam Street Lower ,Dublin 2 D02xt9, ",Dublin,Leinster,Ireland,[4719] Other Retail Sale In Non-Specialised Stores
SPS CONSULTING & SERVICE LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Clifton House, Office 29, Fitzwilliam Street Lower ,Dublin D02xt91, ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
TONY MAY LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"Glenview House, Swords ,Co Dublin, ",Dublin,Leinster,Ireland,[8010] Private Security Activities
COOLBALLY HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"C/O Beechwood Secretarial Limited, Coolbally Holdings ,7/8 Wilton Terrace,Dublin 2",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
COOLBALLY CONSULTING LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"C/O Beechwood Secretarial Limited, Coolbally Consulting ,7/8 Wilton Terrace,Dublin 2",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
COOLBALLY INVESTMENTS LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"C/O Beechwood Secretarial Limited, Coolbaly Investments ,7/8 Wilton Terrace,Dublin 2",Dublin,Leinster,Ireland,[6419] Other Monetary Intermediation
LAOBAN LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"The Old Station House, 15a Main Street ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
POLYMER TECHNIC COATING LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"The Old Station House, 15a Main Street ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[4399] Other Specialised Construction Activities N.E.C.
IRWIN CATERING SERVICES LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"64 Boroimhe Aspen, Swords ,Co. Dublin, ",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
GOYARD-I DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),19/01/2018,"3rd Floor 76 Lower Baggot Street, Dublin 2 , , ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
SAS ACTIVE LIFE LIMITED,Ltd - Private Company Limited By Shares,19/01/2018,"13 Kilnamanagh Road, Walkinstown ,Dublin 12,D12 T3v8",Dublin,Leinster,Ireland,[9313] Fitness Facilities
AVOLON AEROSPACE AOE 157 LIMITED,External Company,19/01/2018,"The Oval, Building One ,Shelbourne Road,Ballsbridge, Dublin 4.",Dublin,Leinster,Ireland,[]
JADE AVIATION AOE 2 LIMITED,External Company,19/01/2018,"The Oval, Building One ,Shelbourne Road, Ballsbridge,Dublin 4.",Dublin,Leinster,Ireland,[]
JADE AVIATION AOE 1 LIMITED,External Company,19/01/2018,"The Oval, Building One ,Shelbourne Road, Ballsbridge,Dublin 4.",Dublin,Leinster,Ireland,[]
CASTLE WINTER FILM PRODUCTIONS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),22/01/2018,"71 Dame Street, Dublin 2 , , ",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
TYBURN OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,22/01/2018,"7 Winetavern Street, Dublin 8 ",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
HOMELAND DAL LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"8 Sandford Road, Ranelagh ,Dublin 6, ",Dublin,Leinster,Ireland,[6810] Buying And Selling Of Own Real Estate
PRICY LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"6-9 Trinity Street, Dublin 2 ",Dublin,Leinster,Ireland,[6399] Other Information Service Activities N.E.C.
UWE AHRENS LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"6-9 Trinity Street, Dublin 2 ",Dublin,Leinster,Ireland,[6399] Other Information Service Activities N.E.C.
WH DISTRIBUTION LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"90/95 Lagan Road, Dublin Industrial Estate ,Glasnevin,Dublin 11",Dublin,Leinster,Ireland,"[4799] Other Retail Sale Not In Stores, Stalls Or Markets"
WEIGHMORE LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"Usher House, Main Street, Dundrum ,Dublin 14,Ireland",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
ECAMS INNOVATION LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"Heritage House, Dundrum Office Park ,Dundrum,Dublin 14",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
CME INDUSTRIAL SPECIALIST LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"Apartment 8, Block 1 ,Clarion Quay,Dublin 1",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
MOROCCO GATE LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"117 Cork Street, Dublin 8 ",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
IBERISSIUM LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"8 South Great George'S Street, Dublin 2 ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
TRISCAL LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"25 Castlefield Woods, Clonsilla ,Dublin 15, ",Dublin,Leinster,Ireland,[8621] General Medical Practice Activities
COLLEN INVESTMENT HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"Unit 134, The Capel Building ,Mary'S Abbey,Dublin 7",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
GLOBAL RISK APPRAISAL AND MANAGEMENT SERVICES LIMITED,Ltd - Private Company Limited By Shares,22/01/2018,"8 Cabra Road, Phibsborough ,Dublin 7, ",Dublin,Leinster,Ireland,[6621] Risk And Damage Evaluation
FARECITI RETAIL LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Apartment 63, Kilmore House ,Drynam Crescent,Drynam Hall, Kinsealy, Co. Dublin",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
ACORN VETERINARY CLINIC LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Fermoy Road, Kildorrery ,Co. Cork, ",Dublin,Leinster,Ireland,[7500] Veterinary Activities
VOCONOMY LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"6th Floor, South Bank House ,Barrow Street,Dublin 4",Dublin,Leinster,Ireland,[7830] Other Human Resources Provision
MARSICAN CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"25 Herbert Place, Dublin 2 ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
KERBSIDE DEVELOPMENTS LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Belcarra, 11 Glenvar Park ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[4110] Development Of Building Projects
SRMI RISK MANAGEMENT LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"14 Wentworth, Eblana Villas ,Dublin 2, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
STEPHEN JAMES MINTON LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Goldsmith Hall, Westland Row ,Dublin 2,Ireland",Dublin,Leinster,Ireland,[8560] Educational Support Activities
ELAINE T CLARKE AND CO LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"122 Dargle Wood, Knocklyon ,Dublin 16, ",Dublin,Leinster,Ireland,[4773] Dispensing Chemist In Specialised Stores
PLATE CAFE LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"115 Seamount, Booterstown ,Dublin, ",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
DEAN FISHBOURNE PAINTING & DECORATING LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"127 Tymon Crescent, Oldbawn ,Tallaght,Dublin 24",Dublin,Leinster,Ireland,[4334] Painting And Glazing
FISCALNOTE EUROPE LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"10 Earlsfort Terrace, Dublin 2 ,D02 T380, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
CYRUSONE IRISH DATACENTRES DUBLIN II LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Suite 3, One Earlsfort Centre, Lower Hatch Street ,Dublin 2, ",Dublin,Leinster,Ireland,[4110] Development Of Building Projects
WANCIA TECH LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Unit 1 The Old Post Office, Main Street ,Donabate,Co. Dublin",Dublin,Leinster,Ireland,[6120] Wireless Telecommunications Activities
SIGTAX LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Unit 1, Old Post Office ,Main Street,Donabate, Co. Dublin",Dublin,Leinster,Ireland,"[6920] Accounting, Bookkeeping And Auditing Activities; Tax Consultancy"
INGLOTHERM LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Unit 33 Crag Avenue, Clondalkin Industrial Estate ,Dublin 22, ",Dublin,Leinster,Ireland,[4329] Other Construction Installation
HERMES ACCOUNTANCY LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"185 Rathmines Road Lower, Dublin 6 ",Dublin,Leinster,Ireland,"[6920] Accounting, Bookkeeping And Auditing Activities; Tax Consultancy"
TQG USA LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Unit 111, Citygate Business Centre ,Hills Industrial Estate,Lower Lucan Road, Lucan, Co. Dublin",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
BLOOMFIELD HOUSE OWNERS MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,23/01/2018,"Company Secretarial Department, 44-45 St Stephen'S Green ,Dublin 2, ",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
TURAS ROTHAR LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"10 Summer Street North, Dublin 1 ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
GREINPLAST EXTERNAL WALL INSULATIONS LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Unit 33 Crag Avenue, Clondalkin Industrial Estate ,Dublin 22, ",Dublin,Leinster,Ireland,[4329] Other Construction Installation
SF SEARCH AND CONSULTING LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"24 Bellevue Avenue, Glenageary ,Co. Dublin, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
DATABLOCKS LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"48 Clareville Road, Dublin 6w",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
REMI REMOVALS LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"1 Adamstown Way, Adamstown, Lucan ,Co. Dublin, ",Dublin,Leinster,Ireland,[4942] Removal Services
EPEN PROJECTS (IRL) LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"38 Monalea Wood, Firhouse ,Dublin 24, ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
ZESTECH LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Russell Brennan Keane, Boole House ,Beech Hill Office Campus,Clonskeagh, Dublin 4",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
PEMBROOKE CONTRACTING LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"15 Liffey Court, Lucan ,Co. Dublin, ",Dublin,Leinster,Ireland,[4110] Development Of Building Projects
JUST BLINDS DUBLIN LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"Unit 1b, Robinhood Industrial Estate ,Ballymount,Dublin 22",Dublin,Leinster,Ireland,"[4759] Retail Sale Of Furniture, Lighting Equipment And Other Household Articles In Specialised Stores"
JLK VENTURES LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"132 Richmond Road, Dublin 3 ",Dublin,Leinster,Ireland,"[4741] Retail Sale Of Computers, Peripheral Units And Software In Specialised Stores"
JADE AVIATION (IRELAND) AOE 2 LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"The Oval , Building One, Shelbourne Road ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
JADE AVIATION (IRELAND) AOE 3 LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"The Oval Building One, Shelbourne Road ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
JADE AVIATION (IRELAND) AOE 4 LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"The Oval, Building 1, Shelbourne Road ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
JADE AVIATION (IRELAND) AOE 5 LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"The Oval, Building One, Shelbourne Road ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
MITCHELL AVIATION INVESTMENT COMPANY DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),23/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
EMERALD WISH LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"50a Rosemount Park Drive, Rosemount Business Park ,Ballycoolin,Dublin 11",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
BUILD 3 FILMS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),23/01/2018,"23 Griffith Court, Marino ,Dublin,D03 K4c1",Dublin,Leinster,Ireland,[9003] Artistic Creation
GREEN FIR CONSULTING LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"50a Rosemount Park Drive, Rosemount Business Park ,Ballycoolin,Dublin 11",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
DIAMOND AUTO TECHNOLOGIES IRELAND LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"20 Merrion Road, Ballsbridge ,Dublin 4,Ireland",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
PATSAFE LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"65 Newcastle Manor Square, Newcastle ,Co. Dublin, ",Dublin,Leinster,Ireland,[4321] Electrical Installation
EXOTIC CONSTRUCTION AND HOME MAINTENANCE LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"13 Castlegate Walk, Lucan ,Co. Dublin, ",Dublin,Leinster,Ireland,[4339] Other Building Completion And Finishing
MONICA TOLAN BEAUTY & SKINCARE CLINICS LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"2 Vauxhall Street, Balbriggan ,Co. Dublin, ",Dublin,Leinster,Ireland,[9602] Hairdressing And Other Beauty Treatment
LA'FUN ENTERTAINMENT LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"170 Avondale Park, Mulhuddart ,Dublin 15, ",Dublin,Leinster,Ireland,[9001] Performing Arts
AERO K AVIATION IRELAND LIMITED,Ltd - Private Company Limited By Shares,23/01/2018,"2 Grand Canal Square, Grand Canal Harbour ,Dublin, ",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
NICHE VENTURES LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Skybridge House, Corballis Road North ,Dublin Airport,Swords, Co. Dublin",Dublin,Leinster,Ireland,[8690] Other Human Health Activities
RICHBELL BUILDING CONTRACTORS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"50 Woodview Park, Castleknock ,Dublin 15, ",Dublin,Leinster,Ireland,[4120] Construction Of Residential And Non-Residential Buildings
META COGNITION LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Apartment 39, Tyrone House ,James Joyce Street,Dublin 1",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
ITOUR CHINA LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"Apartment 39, Citywest Golfing Apartments ,Garters Lane,Saggart, Co. Dublin",Dublin,Leinster,Ireland,[7911] Travel Agency Activities
SPORT MANAGEMENT CONSULTING LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"54 Parnell Square West, Dublin 1 ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
ROSIE FILM PRODUCTIONS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),24/01/2018,"21 Mespil Road, Dublin 4 ",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
MONIKA FILM PRODUCTIONS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),24/01/2018,"The Barracks, 76 Irishtown Road ,Dublin 4, ",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
AAT INVESTMENT LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"30 Upper Erne Street, Dublin 2 ,D02e628, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
LARBY HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"4th Floor, Northblock, Rockfield Medical Campus ,Dundrum, Dublin 16, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
JOANNE LARBY LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"4th Floor, Northblock, Rockfield Medical Campus ,Dundrum, Dublin 16, ",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
LARBY FIT LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"4th Floor, Northblock, Rockfield Medical Campus ,Dundrum, Dublin 16, ",Dublin,Leinster,Ireland,[4771] Retail Sale Of Clothing In Specialised Stores
IRISH DISTRICT ENERGY ASSOCIATION COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,24/01/2018,"151 The Island, Chapelizod ,Dublin 20",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
GLENCAR INVESTMENTS XXI DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),24/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
GLENCAR INVESTMENTS XXIII DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),24/01/2018,"32 Molesworth Street, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
FOREVER LANDSCAPES LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"40 Warren Avenue, Carpenterstown Road, Castleknock ,Dublin 15",Dublin,Leinster,Ireland,[8130] Landscape Service Activities
EIRBIO LIMITED,Ltd - Private Company Limited By Shares,24/01/2018,"31 Farmhill Park, Goatstown ,Dublin 14, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
